;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
1918;West Ham;Leicester;0;1;A;0;0;D;17;4;12;2;16;14;11;5;3;3;1;0
1919;Arsenal;Charlton;5;3;H;1;2;A;18;7;9;4;12;15;8;3;0;1;0;0
1920;Bradford;Leicester;0;0;D;0;0;D;8;13;4;8;11;12;6;8;1;2;0;0
1921;Everton;Derby;2;2;D;2;0;H;12;7;9;4;11;9;11;2;2;3;0;0
1922;Ipswich;Sunderland;1;0;H;0;0;D;14;9;5;3;10;12;7;6;1;1;0;0
1923;Man City;Coventry;1;2;A;0;2;A;14;9;5;8;7;12;5;5;2;3;0;0
1924;Middlesbrough;Leeds;1;2;A;0;2;A;15;16;8;11;12;20;4;8;2;0;0;0
1925;Newcastle;Tottenham;2;0;H;1;0;H;15;10;6;2;13;10;4;2;0;0;0;0
1926;Southampton;Liverpool;3;3;D;0;1;A;14;9;7;4;7;6;7;1;0;0;0;0
1927;West Ham;Man United;2;2;D;0;1;A;17;8;8;5;12;9;7;5;1;0;0;0
1928;Aston Villa;Chelsea;1;1;D;1;1;D;12;11;9;7;13;12;7;10;0;1;0;0
1929;Leeds;Man City;1;2;A;0;2;A;6;8;1;3;18;24;9;4;2;2;0;0
1930;Man United;Bradford;6;0;H;2;0;H;21;6;12;4;12;10;5;1;0;1;0;0
1931;Sunderland;West Ham;1;1;D;1;1;D;17;16;7;9;19;14;4;11;2;3;0;0
1932;Tottenham;Everton;3;2;H;1;2;A;11;11;7;6;11;10;7;5;1;2;0;0
1933;Charlton;Southampton;1;1;D;0;0;D;8;11;6;3;14;16;10;14;3;3;1;0
1934;Chelsea;Arsenal;2;2;D;1;0;H;12;13;5;5;16;22;7;6;3;1;0;0
1935;Coventry;Newcastle;0;2;A;0;1;A;13;13;3;6;11;18;6;8;1;1;0;0
1936;Derby;Middlesbrough;3;3;D;0;1;A;9;5;5;4;8;10;11;5;3;2;0;0
1937;Leicester;Ipswich;2;1;H;0;0;D;12;7;6;3;12;13;6;2;1;1;0;0
1938;Liverpool;Aston Villa;3;1;H;3;0;H;11;9;7;4;13;7;8;7;0;2;0;0
1939;Bradford;Arsenal;1;1;D;1;0;H;9;18;5;11;17;13;4;10;0;2;0;0
1940;Coventry;Leeds;0;0;D;0;0;D;9;11;1;5;15;14;6;6;2;2;0;0
1941;Ipswich;Aston Villa;1;2;A;0;1;A;15;5;5;2;9;13;5;3;1;3;0;0
1942;Leicester;Southampton;1;0;H;0;0;D;17;9;6;5;6;9;10;6;0;0;0;0
1943;Liverpool;Man City;3;2;H;1;0;H;14;9;8;7;17;17;9;4;3;4;0;0
1944;Man United;Sunderland;3;0;H;1;0;H;15;5;7;1;18;14;4;4;1;3;0;0
1945;Middlesbrough;Everton;1;2;A;1;0;H;9;12;5;9;16;5;7;7;3;0;0;0
1946;Newcastle;Chelsea;0;0;D;0;0;D;10;10;4;3;17;21;5;6;0;3;0;0
1947;Derby;Charlton;2;2;D;2;0;H;12;10;6;6;17;12;4;11;3;1;0;0
1948;Tottenham;West Ham;1;0;H;0;0;D;15;11;7;5;14;13;11;3;1;2;0;0
1949;Arsenal;Coventry;2;1;H;1;0;H;18;6;13;2;5;13;8;4;1;2;0;0
1950;Aston Villa;Bradford;2;0;H;1;0;H;12;8;7;4;8;12;5;6;0;2;0;0
1951;Charlton;Tottenham;1;0;H;1;0;H;9;10;5;5;8;10;7;5;0;0;0;0
1952;Everton;Man United;1;3;A;0;3;A;6;17;4;9;10;11;6;5;4;1;0;0
1953;Leeds;Ipswich;1;2;A;1;1;D;11;12;6;7;12;19;6;3;1;3;0;0
1954;Southampton;Newcastle;2;0;H;0;0;D;13;10;9;7;14;14;4;8;0;0;0;0
1955;Sunderland;Derby;2;1;H;1;0;H;15;10;8;5;16;28;4;5;2;3;0;0
1956;Chelsea;Leicester;0;2;A;0;1;A;16;7;10;5;16;17;15;3;3;1;0;0
1957;Man City;Middlesbrough;1;1;D;0;0;D;11;4;4;2;15;11;9;3;2;5;0;0
1958;West Ham;Liverpool;1;1;D;0;1;A;15;7;4;2;5;13;9;0;0;2;0;0
1959;Bradford;Southampton;0;1;A;0;1;A;14;6;6;4;14;18;7;5;3;1;0;0
1960;Coventry;West Ham;0;3;A;0;2;A;9;12;2;10;12;11;5;6;0;1;0;0
1961;Derby;Leeds;1;1;D;0;1;A;13;16;7;6;17;15;7;4;2;2;1;0
1962;Ipswich;Arsenal;1;1;D;0;0;D;17;10;6;4;8;13;4;7;1;2;0;0
1963;Liverpool;Sunderland;1;1;D;1;1;D;11;8;6;3;14;18;12;3;2;2;0;0
1964;Man United;Chelsea;3;3;D;3;2;H;11;13;5;5;15;19;8;4;3;2;0;0
1965;Middlesbrough;Aston Villa;1;1;D;0;0;D;12;15;5;7;7;14;5;5;3;0;0;0
1966;Newcastle;Charlton;0;1;A;0;1;A;12;4;5;2;14;10;4;7;1;2;0;0
1967;Tottenham;Man City;0;0;D;0;0;D;18;7;5;2;10;14;5;4;0;2;0;0
1968;Leicester;Everton;1;1;D;1;0;H;10;9;4;3;14;13;9;3;3;1;0;0
1969;Aston Villa;Derby;4;1;H;2;0;H;12;11;7;6;0;1;6;6;1;1;0;0
1970;Charlton;Coventry;2;2;D;0;1;A;12;10;8;6;8;16;6;6;1;2;0;0
1971;Everton;Ipswich;0;3;A;0;1;A;7;9;3;7;6;5;4;1;1;0;0;0
1972;Leeds;Tottenham;4;3;H;0;1;A;14;10;7;5;11;20;6;4;0;2;0;0
1973;Man City;Newcastle;0;1;A;0;0;D;9;15;7;9;16;12;10;8;0;1;0;0
1974;Southampton;Middlesbrough;1;3;A;0;2;A;16;7;8;5;6;22;6;6;2;2;0;0
1975;West Ham;Bradford;1;1;D;1;0;H;14;9;6;6;14;10;7;2;3;2;0;0
1976;Arsenal;Man United;1;0;H;1;0;H;7;13;5;4;18;17;3;11;2;3;0;0
1977;Chelsea;Liverpool;3;0;H;2;0;H;11;10;5;2;14;14;3;1;1;1;0;0
1978;Sunderland;Leicester;0;0;D;0;0;D;11;8;5;2;12;8;6;2;3;1;0;0
1979;Arsenal;Aston Villa;1;0;H;0;0;D;16;8;10;3;12;20;7;4;1;4;0;1
1980;Coventry;Tottenham;2;1;H;2;0;H;0;4;5;5;12;16;3;5;0;4;1;0
1981;Everton;Southampton;1;1;D;0;0;D;7;7;3;4;16;13;9;8;1;3;0;0
1982;Ipswich;West Ham;1;1;D;1;0;H;11;7;8;2;10;11;8;5;0;4;0;0
1983;Leeds;Charlton;3;1;H;1;0;H;22;10;10;8;7;9;8;5;0;1;0;0
1984;Leicester;Man United;0;3;A;0;1;A;10;16;4;5;8;11;6;7;0;0;0;0
1985;Man City;Bradford;2;0;H;2;0;H;13;10;10;2;10;16;5;6;0;2;0;0
1986;Sunderland;Chelsea;1;0;H;0;0;D;16;11;11;2;12;18;5;0;0;1;1;1
1987;Derby;Liverpool;0;4;A;0;1;A;6;16;0;11;18;13;4;3;1;1;0;0
1988;Middlesbrough;Newcastle;1;3;A;0;1;A;8;15;2;8;8;13;6;6;2;1;0;0
1989;Bradford;Ipswich;0;2;A;0;1;A;7;12;3;3;15;14;9;1;1;0;0;0
1990;Charlton;Middlesbrough;1;0;H;0;0;D;5;8;2;6;11;19;5;6;2;2;0;0
1991;Chelsea;Coventry;6;1;H;2;0;H;33;3;19;3;6;8;10;0;0;1;0;1
1992;Liverpool;Leicester;1;0;H;0;0;D;24;8;11;3;8;10;10;9;1;2;0;0
1993;Man United;Leeds;3;0;H;1;0;H;26;5;14;0;9;18;12;4;0;2;0;0
1994;Newcastle;Everton;0;1;A;0;0;D;11;9;4;4;9;12;5;4;1;3;0;0
1995;Tottenham;Derby;3;1;H;2;1;H;18;8;8;7;9;16;7;4;1;2;0;0
1996;West Ham;Arsenal;1;2;A;0;2;A;11;13;3;5;15;11;5;4;1;0;0;0
1997;Aston Villa;Sunderland;0;0;D;0;0;D;17;7;4;3;11;17;7;3;1;3;0;0
1998;Southampton;Man City;0;2;A;0;1;A;19;11;6;4;10;15;9;3;1;2;0;0
1999;Arsenal;Man City;5;0;H;1;0;H;22;6;14;2;6;13;10;4;0;3;0;1
2000;Aston Villa;Charlton;2;1;H;2;0;H;12;7;7;4;13;11;9;6;3;2;0;0
2001;Chelsea;Tottenham;3;0;H;2;0;H;9;6;7;3;12;14;2;3;3;3;0;0
2002;Ipswich;Middlesbrough;2;1;H;2;0;H;19;7;11;3;8;17;6;1;0;2;0;0
2003;Leicester;Derby;2;1;H;1;1;D;9;7;5;2;9;18;7;3;0;3;0;0
2004;Man United;Southampton;5;0;H;2;0;H;16;12;8;5;5;9;7;7;0;0;0;0
2005;Sunderland;Coventry;1;0;H;0;0;D;11;10;7;4;17;10;1;3;2;2;0;0
2006;West Ham;Newcastle;1;0;H;0;0;D;11;12;4;5;15;10;3;8;3;2;0;0
2007;Bradford;Leeds;1;1;D;1;0;H;11;12;6;9;15;15;5;9;3;4;0;0
2008;Liverpool;Everton;3;1;H;1;1;D;10;9;8;7;10;10;9;6;0;1;0;1
2009;Charlton;Bradford;2;0;H;2;0;H;11;12;7;8;10;20;3;6;0;1;0;1
2010;Coventry;Man United;1;2;A;0;2;A;4;11;2;6;17;8;3;9;1;1;0;0
2011;Leeds;Liverpool;4;3;H;1;2;A;10;14;7;8;18;18;7;7;1;4;0;0
2012;Man City;Leicester;0;1;A;0;0;D;14;3;3;2;12;14;9;4;1;2;0;0
2013;Middlesbrough;Arsenal;0;1;A;0;1;A;4;11;3;8;10;11;5;8;1;1;1;0
2014;Newcastle;Ipswich;2;1;H;1;1;D;11;8;6;5;13;7;7;4;1;0;0;0
2015;Southampton;Chelsea;3;2;H;2;0;H;10;9;4;4;16;11;7;7;4;2;0;0
2016;Tottenham;Sunderland;2;1;H;1;0;H;11;12;6;3;18;9;8;7;1;0;1;0
2017;Everton;Aston Villa;0;1;A;0;0;D;14;4;6;1;17;23;6;2;3;2;0;0
2018;Derby;West Ham;0;0;D;0;0;D;14;6;2;6;14;18;6;1;1;1;0;0
2019;Arsenal;Derby;0;0;D;0;0;D;15;9;9;2;12;13;10;0;0;2;0;0
2020;Aston Villa;Tottenham;2;0;H;1;0;H;11;3;6;2;15;13;10;1;0;3;0;0
2021;Bradford;Everton;0;1;A;0;0;D;11;9;6;4;8;18;3;3;1;2;0;0
2022;Ipswich;Charlton;2;0;H;0;0;D;30;7;13;4;8;12;13;3;0;2;0;0
2023;Leicester;Newcastle;1;1;D;0;0;D;8;7;4;1;7;8;0;3;1;1;0;0
2024;Man United;Middlesbrough;2;1;H;0;1;A;18;5;11;1;5;10;10;0;0;0;0;0
2025;Sunderland;Southampton;2;2;D;1;1;D;11;10;5;5;13;21;7;4;1;1;0;0
2026;West Ham;Man City;4;1;H;0;1;A;22;10;11;5;7;7;7;5;1;1;0;0
2027;Chelsea;Leeds;1;1;D;0;0;D;12;11;7;3;19;24;3;2;4;4;0;0
2028;Liverpool;Coventry;4;1;H;1;0;H;19;10;13;5;10;12;7;1;1;0;0;0
2029;Charlton;Chelsea;2;0;H;1;0;H;10;13;6;3;18;22;4;5;2;3;0;0
2030;Derby;Bradford;2;0;H;0;0;D;7;7;3;4;10;18;2;4;3;1;0;0
2031;Everton;Arsenal;2;0;H;0;0;D;4;4;2;2;20;12;3;5;3;1;0;0
2032;Leeds;West Ham;0;1;A;0;1;A;15;4;6;3;14;19;2;2;1;1;0;0
2033;Man City;Man United;0;1;A;0;1;A;10;8;4;4;13;8;10;11;3;1;0;0
2034;Middlesbrough;Leicester;0;3;A;0;2;A;11;9;4;7;8;12;6;2;3;1;0;0
2035;Newcastle;Sunderland;1;2;A;1;0;H;19;9;9;6;17;26;1;4;1;3;0;0
2036;Southampton;Aston Villa;2;0;H;2;0;H;7;9;3;3;10;10;3;3;0;0;0;0
2037;Tottenham;Liverpool;2;1;H;2;1;H;6;9;4;4;11;13;6;5;1;2;0;0
2038;Coventry;Ipswich;0;1;A;0;0;D;12;10;5;4;10;12;5;5;1;1;0;0
2039;Charlton;Sunderland;0;1;A;0;0;D;10;8;2;3;16;16;7;8;0;1;0;0
2040;Coventry;Aston Villa;1;1;D;0;1;A;10;7;2;4;9;19;6;1;1;2;0;0
2041;Derby;Man United;0;3;A;0;0;D;1;12;0;7;12;12;3;9;2;1;0;0
2042;Everton;Chelsea;2;1;H;0;1;A;11;10;5;6;11;18;1;4;0;3;0;1
2043;Man City;Ipswich;2;3;A;0;2;A;9;11;4;4;8;5;6;5;0;2;0;0
2044;Middlesbrough;Bradford;2;2;D;0;2;A;14;9;9;5;17;18;6;4;0;2;1;0
2045;Southampton;West Ham;2;3;A;1;2;A;10;14;5;8;12;10;6;10;1;2;0;0
2046;Tottenham;Leicester;3;0;H;2;0;H;15;11;7;5;21;15;5;8;1;3;0;1
2047;Leeds;Arsenal;1;0;H;0;0;D;12;9;6;3;19;22;8;4;1;7;0;0
2048;Newcastle;Liverpool;2;1;H;1;0;H;9;13;6;9;17;15;5;11;3;2;0;0
2049;Arsenal;Southampton;1;0;H;0;0;D;24;7;12;5;14;15;16;8;0;2;0;0
2050;Aston Villa;Newcastle;1;1;D;1;0;H;8;9;4;5;11;12;8;2;2;1;0;0
2051;Bradford;Coventry;2;1;H;0;0;D;10;13;6;7;11;12;9;8;3;2;0;0
2052;Ipswich;Derby;0;1;A;0;1;A;11;3;5;3;13;13;6;1;1;1;0;0
2053;Leicester;Leeds;3;1;H;3;0;H;8;12;5;4;10;7;0;6;1;2;0;1
2054;Liverpool;Charlton;3;0;H;1;0;H;13;7;3;2;10;9;6;5;1;1;0;0
2055;Man United;Tottenham;2;0;H;1;0;H;16;5;8;3;7;8;7;5;2;1;0;0
2056;West Ham;Middlesbrough;1;0;H;1;0;H;14;5;6;3;17;19;7;5;1;4;0;1
2057;Chelsea;Man City;2;1;H;2;0;H;9;11;7;5;9;12;7;10;2;0;0;0
2058;Sunderland;Everton;2;0;H;1;0;H;24;7;11;2;16;23;8;4;0;3;0;0
2059;Arsenal;Newcastle;5;0;H;2;0;H;15;3;10;1;10;11;5;2;0;3;0;0
2060;Bradford;Tottenham;3;3;D;1;2;A;13;6;6;4;6;16;7;2;2;0;0;0
2061;Charlton;Man United;3;3;D;1;2;A;15;15;8;8;6;10;9;6;0;1;0;0
2062;Chelsea;Derby;4;1;H;3;0;H;19;5;10;3;8;14;3;6;0;0;0;0
2063;Man City;Everton;5;0;H;3;0;H;13;14;9;4;12;12;5;13;0;1;0;0
2064;Southampton;Leeds;1;0;H;1;0;H;12;13;3;5;13;15;2;10;3;4;1;0
2065;Sunderland;Middlesbrough;1;0;H;0;0;D;8;8;5;5;22;21;5;3;1;3;0;0
2066;West Ham;Aston Villa;1;1;D;1;1;D;13;15;5;4;14;15;4;4;1;3;0;0
2067;Coventry;Leicester;1;0;H;1;0;H;12;6;5;1;11;15;8;10;0;1;0;0
2068;Liverpool;Ipswich;0;1;A;0;1;A;14;11;5;6;12;14;8;5;1;3;0;0
2069;Aston Villa;Man City;2;2;D;0;0;D;10;9;5;4;8;16;5;4;2;1;1;0
2070;Derby;Coventry;1;0;H;1;0;H;4;14;3;5;17;10;3;5;1;3;0;0
2071;Everton;West Ham;1;1;D;0;0;D;15;9;5;4;10;7;9;7;1;2;0;0
2072;Ipswich;Southampton;3;1;H;0;1;A;15;13;7;4;11;12;6;1;1;2;0;0
2073;Leeds;Sunderland;2;0;H;1;0;H;17;17;8;6;16;20;8;5;3;4;0;0
2074;Leicester;Charlton;3;1;H;1;1;D;9;12;5;8;11;16;5;5;1;2;0;0
2075;Middlesbrough;Chelsea;1;0;H;0;0;D;7;9;4;3;14;16;3;5;0;2;0;0
2076;Newcastle;Bradford;2;1;H;1;0;H;17;7;6;3;16;17;4;3;0;2;0;0
2077;Man United;Liverpool;0;1;A;0;1;A;6;9;4;4;10;11;9;2;1;0;1;0
2078;Tottenham;Arsenal;1;1;D;1;0;H;8;17;4;10;20;14;3;7;2;1;0;0
2079;Coventry;Southampton;1;1;D;1;0;H;12;10;5;2;12;13;8;6;1;1;0;0
2080;Charlton;Everton;1;0;H;1;0;H;10;10;7;4;15;21;13;6;1;4;0;0
2081;Chelsea;Bradford;3;0;H;1;0;H;17;7;8;1;8;12;5;4;0;1;0;0
2082;Derby;Newcastle;2;0;H;1;0;H;8;8;5;4;17;16;2;3;1;2;0;0
2083;Leeds;Aston Villa;1;2;A;0;1;A;15;8;5;5;18;18;10;2;1;4;0;0
2084;Leicester;West Ham;2;1;H;1;1;D;11;11;6;4;7;5;6;5;1;0;0;0
2085;Liverpool;Arsenal;4;0;H;1;0;H;12;12;6;6;18;14;6;3;2;0;0;0
2086;Man United;Ipswich;2;0;H;2;0;H;20;5;4;3;7;8;11;3;0;1;0;0
2087;Sunderland;Man City;1;0;H;1;0;H;9;9;5;3;14;18;8;6;2;2;0;0
2088;Tottenham;Middlesbrough;0;0;D;0;0;D;16;5;8;0;22;13;8;4;2;3;0;0
2089;Arsenal;Leicester;6;1;H;1;0;H;27;2;15;2;14;11;14;0;0;0;0;0
2090;Aston Villa;Man United;0;1;A;0;0;D;6;14;3;3;15;16;2;4;1;2;0;0
2091;Bradford;Sunderland;1;4;A;0;1;A;11;16;3;11;17;17;9;8;2;0;0;0
2092;Everton;Coventry;1;2;A;0;0;D;17;10;9;5;14;16;5;2;2;1;0;0
2093;Ipswich;Chelsea;2;2;D;1;2;A;19;7;13;4;5;9;8;2;0;4;0;0
2094;Man City;Derby;0;0;D;0;0;D;15;14;7;3;15;14;7;7;2;2;0;0
2095;Middlesbrough;Liverpool;1;0;H;1;0;H;7;11;2;5;7;9;2;6;2;2;0;0
2096;Newcastle;Leeds;2;1;H;2;1;H;13;8;4;5;23;17;7;2;4;2;0;0
2097;West Ham;Charlton;5;0;H;3;0;H;17;12;10;8;19;11;5;8;1;0;0;0
2098;Southampton;Tottenham;2;0;H;2;0;H;17;7;6;2;17;13;4;4;1;3;0;0
2099;Arsenal;Sunderland;2;2;D;2;0;H;17;14;9;7;14;18;11;1;0;3;0;0
2100;Ipswich;Tottenham;3;0;H;1;0;H;18;6;9;3;13;17;10;5;0;0;0;0
2101;Man City;Charlton;1;4;A;0;2;A;8;13;1;8;11;14;7;4;1;2;0;0
2102;Middlesbrough;Coventry;1;1;D;0;1;A;14;9;6;3;9;16;4;3;1;3;0;0
2103;Newcastle;Man United;1;1;D;0;1;A;14;8;4;6;13;10;6;3;2;3;0;0
2104;Southampton;Derby;1;0;H;0;0;D;10;9;5;5;17;10;7;6;0;2;0;0
2105;Charlton;Arsenal;1;0;H;1;0;H;9;10;4;5;15;12;6;12;1;1;0;0
2106;Chelsea;Aston Villa;1;0;H;1;0;H;13;7;5;3;15;19;2;5;0;1;0;0
2107;Coventry;Man City;1;1;D;0;0;D;19;10;9;5;16;15;12;8;1;2;0;0
2108;Derby;Everton;1;0;H;1;0;H;7;9;3;6;9;18;5;11;2;3;0;0
2109;Leeds;Middlesbrough;1;1;D;0;1;A;16;5;5;3;14;15;5;1;2;3;0;0
2110;Leicester;Bradford;1;2;A;1;2;A;9;8;3;4;11;14;5;3;0;3;0;0
2111;Liverpool;Southampton;2;1;H;1;1;D;16;7;8;3;8;5;15;2;0;1;0;0
2112;Man United;West Ham;3;1;H;2;0;H;25;9;12;5;17;13;8;2;1;2;0;0
2113;Sunderland;Ipswich;4;1;H;1;1;D;16;9;9;3;15;10;4;3;1;5;0;0
2114;Tottenham;Newcastle;4;2;H;3;1;H;16;9;10;4;11;10;9;6;0;2;1;2
2115;Arsenal;Chelsea;1;1;D;1;0;H;15;12;8;8;13;15;10;3;1;4;0;0
2116;Aston Villa;Liverpool;0;3;A;0;2;A;5;12;1;6;7;10;1;4;2;0;0;0
2117;Bradford;Man United;0;3;A;0;0;D;9;20;3;11;11;11;1;9;1;0;0;0
2118;Everton;Tottenham;0;0;D;0;0;D;17;4;8;1;11;15;9;0;1;0;0;0
2119;Man City;Leeds;0;4;A;0;1;A;5;10;3;6;23;17;4;5;5;3;0;0
2120;Middlesbrough;Derby;4;0;H;1;0;H;13;6;8;3;8;14;4;5;0;4;0;0
2121;Newcastle;Coventry;3;1;H;1;0;H;11;12;6;5;6;9;2;7;0;3;0;0
2122;Southampton;Charlton;0;0;D;0;0;D;17;10;6;4;8;12;9;3;0;0;0;0
2123;West Ham;Sunderland;0;2;A;0;1;A;13;7;6;5;20;21;9;6;4;2;0;0
2124;Ipswich;Leicester;2;0;H;0;0;D;22;6;9;3;14;10;8;1;1;1;0;0
2125;Chelsea;Ipswich;4;1;H;1;1;D;23;5;10;2;11;12;11;1;3;0;0;1
2126;Coventry;Everton;1;3;A;0;3;A;9;8;5;4;9;22;15;3;0;1;0;0
2127;Derby;Man City;1;1;D;0;0;D;9;10;3;4;17;22;5;4;2;2;0;0
2128;Leeds;Newcastle;1;3;A;1;2;A;12;11;5;7;12;18;16;1;2;1;0;0
2129;Leicester;Arsenal;0;0;D;0;0;D;3;13;0;4;6;8;1;9;2;2;1;0
2130;Liverpool;Middlesbrough;0;0;D;0;0;D;22;4;7;2;9;10;7;3;1;1;0;0
2131;Man United;Aston Villa;2;0;H;0;0;D;12;5;7;3;10;19;7;3;1;2;0;0
2132;Tottenham;Southampton;0;0;D;0;0;D;9;9;4;6;10;15;6;0;0;1;0;0
2133;Sunderland;Bradford;0;0;D;0;0;D;14;7;6;3;10;13;8;7;0;1;0;0
2134;Charlton;West Ham;1;1;D;1;0;H;9;18;3;3;11;8;0;5;0;1;0;0
2135;Aston Villa;Leeds;1;2;A;1;1;D;12;7;4;3;11;10;5;3;2;0;0;0
2136;Arsenal;Bradford;2;0;H;2;0;H;20;6;8;2;12;14;6;3;1;2;0;0
2137;Charlton;Derby;2;1;H;1;1;D;13;6;9;3;13;14;9;3;2;1;0;0
2138;Chelsea;Newcastle;3;1;H;1;1;D;14;4;4;2;12;19;7;2;1;3;0;0
2139;Everton;Middlesbrough;2;2;D;0;1;A;17;6;8;3;17;12;9;1;1;5;0;0
2140;Leeds;Coventry;1;0;H;0;0;D;11;3;6;1;18;19;9;2;4;5;0;0
2141;Man City;Liverpool;1;1;D;0;1;A;4;16;2;3;17;13;5;11;1;1;0;0
2142;Southampton;Leicester;1;0;H;0;0;D;10;6;5;3;14;12;3;3;0;3;0;0
2143;Sunderland;Man United;0;1;A;0;0;D;9;13;2;7;15;13;3;2;2;0;2;1
2144;West Ham;Tottenham;0;0;D;0;0;D;17;14;6;6;9;16;9;4;1;1;0;0
2145;Bradford;Aston Villa;0;3;A;0;0;D;9;13;2;6;14;14;3;4;2;0;0;0
2146;Coventry;Arsenal;0;1;A;0;0;D;12;8;4;6;13;14;3;7;3;4;0;0
2147;Derby;Sunderland;1;0;H;1;0;H;9;17;3;5;16;18;3;4;7;3;0;0
2148;Ipswich;Leeds;1;2;A;0;2;A;11;10;6;3;10;15;3;4;1;2;1;0
2149;Leicester;Chelsea;2;1;H;1;0;H;10;8;5;4;7;13;2;7;0;1;0;0
2150;Liverpool;West Ham;3;0;H;2;0;H;14;8;10;3;9;6;5;3;0;1;0;1
2151;Man United;Everton;1;0;H;0;0;D;8;5;1;1;8;11;2;5;0;2;0;0
2152;Middlesbrough;Man City;1;1;D;0;1;A;14;6;6;3;12;14;4;2;0;2;1;0
2153;Tottenham;Charlton;0;0;D;0;0;D;9;7;3;2;17;14;2;3;2;0;0;0
2154;Everton;Leeds;2;2;D;1;0;H;7;9;4;5;18;18;4;7;2;1;0;0
2155;Arsenal;Ipswich;1;0;H;0;0;D;17;5;10;3;16;15;11;3;2;1;0;0
2156;Aston Villa;Middlesbrough;1;1;D;1;0;H;15;6;4;3;11;11;7;4;1;1;0;0
2157;Chelsea;Man United;1;1;D;1;0;H;8;16;4;6;16;12;3;8;0;2;0;0
2158;Everton;Leicester;2;1;H;2;0;H;9;9;6;2;12;7;7;2;3;2;0;0
2159;Leeds;Derby;0;0;D;0;0;D;12;3;6;2;11;17;17;4;2;5;0;0
2160;Man City;Tottenham;0;1;A;0;0;D;11;11;4;4;17;10;7;3;1;0;0;0
2161;Southampton;Bradford;2;0;H;0;0;D;12;4;6;1;9;16;8;0;0;1;0;0
2162;Sunderland;Liverpool;1;1;D;0;0;D;9;8;6;4;15;25;9;6;5;3;0;0
2163;Charlton;Newcastle;2;0;H;2;0;H;11;5;4;3;10;12;4;11;2;1;0;0
2164;West Ham;Coventry;1;1;D;0;0;D;21;13;9;4;13;16;5;4;2;5;0;0
2165;Bradford;West Ham;1;2;A;0;1;A;15;11;5;5;9;10;7;1;1;2;0;0
2166;Coventry;Charlton;2;2;D;1;1;D;17;15;7;7;15;11;3;7;0;0;0;0
2167;Derby;Aston Villa;1;0;H;1;0;H;9;19;5;7;9;10;1;9;1;1;0;0
2168;Ipswich;Everton;2;0;H;0;0;D;12;8;6;2;11;14;3;2;1;2;0;1
2169;Leicester;Sunderland;2;0;H;1;0;H;11;9;7;3;13;16;6;5;0;4;0;1
2170;Middlesbrough;Southampton;0;1;A;0;0;D;11;10;6;5;9;9;3;6;1;0;0;0
2171;Newcastle;Man City;0;1;A;0;0;D;10;11;3;3;18;11;5;5;1;0;0;0
2172;Tottenham;Leeds;1;2;A;1;1;D;13;15;4;9;16;14;5;12;2;1;0;0
2173;Man United;Arsenal;6;1;H;5;1;H;16;6;9;2;10;6;3;3;0;0;0;0
2174;Arsenal;West Ham;3;0;H;3;0;H;16;4;6;2;19;12;5;6;2;3;0;0
2175;Coventry;Chelsea;0;0;D;0;0;D;17;24;10;11;13;15;5;8;2;2;0;0
2176;Derby;Tottenham;2;1;H;2;0;H;8;13;4;7;20;12;6;7;2;3;0;0
2177;Everton;Newcastle;1;1;D;0;0;D;16;4;6;2;13;12;4;1;1;2;0;0
2178;Leeds;Man United;1;1;D;0;0;D;18;5;10;5;25;21;14;3;3;5;0;0
2179;Leicester;Liverpool;2;0;H;0;0;D;9;8;7;3;9;7;4;7;1;1;0;0
2180;Man City;Southampton;0;1;A;0;0;D;15;6;7;1;15;15;5;6;1;1;0;0
2181;Middlesbrough;Charlton;0;0;D;0;0;D;8;11;2;8;13;12;4;5;1;1;0;0
2182;Ipswich;Bradford;3;1;H;0;1;A;21;7;8;5;13;14;7;2;0;4;0;0
2183;Sunderland;Aston Villa;1;1;D;0;0;D;18;6;12;2;17;18;5;3;1;2;0;0
2184;West Ham;Chelsea;0;2;A;0;2;A;7;17;2;6;12;9;1;0;2;2;0;0
2185;Aston Villa;Ipswich;2;1;H;0;1;A;9;8;5;3;15;11;6;2;1;1;0;0
2186;Bradford;Man City;2;2;D;0;1;A;16;10;7;3;13;12;3;3;2;1;0;0
2187;Charlton;Leeds;1;2;A;1;1;D;7;7;3;5;19;13;2;5;3;5;0;0
2188;Chelsea;Sunderland;2;4;A;2;1;H;14;11;6;7;15;26;4;5;0;0;0;0
2189;Man United;Leicester;2;0;H;0;0;D;19;5;8;2;11;13;14;2;1;1;0;0
2190;Newcastle;Middlesbrough;1;2;A;0;2;A;16;7;5;4;14;19;5;1;0;3;0;1
2191;Southampton;Everton;1;0;H;0;0;D;17;5;5;1;13;18;6;6;1;1;0;0
2192;Tottenham;Coventry;3;0;H;2;0;H;12;11;4;5;13;10;5;8;0;1;0;0
2193;West Ham;Ipswich;0;1;A;0;0;D;5;13;2;5;14;8;4;5;0;0;0;0
2194;Aston Villa;Arsenal;0;0;D;0;0;D;4;14;2;5;16;13;3;3;2;2;0;1
2195;Liverpool;Derby;1;1;D;0;1;A;18;7;8;4;11;9;9;3;2;2;0;0
2196;Arsenal;Tottenham;2;0;H;0;0;D;25;4;19;3;5;6;12;2;0;1;0;0
